text,label,sentiment,text_length,text_cleaned
用了没几天书包的包装就出问题了，差评。,0,负面,19,用了没几天书包的包装就出问题了，差评。
台灯质量很棒，价格也合理，好评。,1,正面,16,台灯质量很棒，价格也合理，好评。
鞋子外观很好，很满意！,1,正面,11,鞋子外观很好，很满意！
对比了好几家才选的这家，水杯的材质确实好。,1,正面,21,对比了好几家才选的这家，水杯的材质确实好。
买回来就发现电脑的功能有问题，很失望。！,0,负面,20,买回来就发现电脑的功能有问题，很失望。！
手机的外观很好，做工精细，很喜欢。,1,正面,17,手机的外观很好，做工精细，很喜欢。
这个价钱买到这么好的电脑，做工还这么好，太值了。！建议大家参考。,1,正面,32,这个价钱买到这么好的电脑，做工还这么好，太值了。！建议大家参考。
充电宝客服很好，很满意！,1,正面,12,充电宝客服很好，很满意！
客服态度差，耳机的客服也有问题，体验很差。,0,负面,21,客服态度差，耳机的客服也有问题，体验很差。
客服态度差，衣服的材质也有问题，体验很差。,0,负面,21,客服态度差，衣服的材质也有问题，体验很差。
手机材质很棒，价格也合理，好评。,1,正面,16,手机材质很棒，价格也合理，好评。
收到手机了，质量比想象中好，颜色也好看。,1,正面,20,收到手机了，质量比想象中好，颜色也好看。
这个价钱买到这么好的手机，物流还这么好，太值了。,1,正面,24,这个价钱买到这么好的手机，物流还这么好，太值了。
买回来就发现鞋子的尺寸有问题，很失望。,0,负面,19,买回来就发现鞋子的尺寸有问题，很失望。
被图片骗了，实际手机的功能很差，不值这个价。,0,负面,22,被图片骗了，实际手机的功能很差，不值这个价。
收到鞋子了，材质很差，申请退货中。,0,负面,17,收到鞋子了，材质很差，申请退货中。
物流慢也就算了，手表的材质还这么差，差评。,0,负面,21,物流慢也就算了，手表的材质还这么差，差评。
这个电脑的材质不错，推荐给大家。，推荐！,1,正面,20,这个电脑的材质不错，推荐给大家。，推荐！
性价比很高的充电宝，材质没让我失望。,1,正面,18,性价比很高的充电宝，材质没让我失望。
手表的做工超出预期，值得购买。,1,正面,15,手表的做工超出预期，值得购买。
这个电脑的物流真的不行，不如实体店买。,0,负面,19,这个电脑的物流真的不行，不如实体店买。
水杯的价格真的是太差了，一次糟糕的购物体验。,0,负面,22,水杯的价格真的是太差了，一次糟糕的购物体验。
给家人买的手表，他们说外观很好。,1,正面,16,给家人买的手表，他们说外观很好。
电脑的材质很好，做工精细，很喜欢。,1,正面,17,电脑的材质很好，做工精细，很喜欢。
手机包装很好，很满意！,1,正面,11,手机包装很好，很满意！
手表颜色很棒，价格也合理，好评。,1,正面,16,手表颜色很棒，价格也合理，好评。
水杯功能很好，很满意！！建议大家参考。,1,正面,19,水杯功能很好，很满意！！建议大家参考。
收到充电宝了，包装很差，申请退货中。,0,负面,18,收到充电宝了，包装很差，申请退货中。
衣服材质很差，根本不值这个价。,0,负面,15,衣服材质很差，根本不值这个价。
水杯物流很好，很满意！,1,正面,11,水杯物流很好，很满意！
耳机物流很棒，价格也合理，好评。,1,正面,16,耳机物流很棒，价格也合理，好评。
鞋子颜色很差，根本不值这个价。,0,负面,15,鞋子颜色很差，根本不值这个价。
退货了，电脑的材质完全不能用，浪费时间。,0,负面,20,退货了，电脑的材质完全不能用，浪费时间。
给家人买的书包，他们说价格很好。,1,正面,16,给家人买的书包，他们说价格很好。
这个充电宝的物流真的不行，不如实体店买。,0,负面,20,这个充电宝的物流真的不行，不如实体店买。
电脑包装很差，根本不值这个价。,0,负面,15,电脑包装很差，根本不值这个价。
好评！手机的包装很好，客服态度也好。,1,正面,18,好评！手机的包装很好，客服态度也好。
被图片骗了，实际书包的颜色很差，不值这个价。,0,负面,22,被图片骗了，实际书包的颜色很差，不值这个价。
对比了好几家才选的这家，衣服的颜色确实好。,1,正面,21,对比了好几家才选的这家，衣服的颜色确实好。
鞋子的质量真的是太差了，一次糟糕的购物体验。,0,负面,22,鞋子的质量真的是太差了，一次糟糕的购物体验。
鞋子客服很差，根本不值这个价。,0,负面,15,鞋子客服很差，根本不值这个价。
这个电脑的质量超出了我的预期，很惊喜。,1,正面,19,这个电脑的质量超出了我的预期，很惊喜。
太坑了，耳机的做工和描述完全不一样。,0,负面,18,太坑了，耳机的做工和描述完全不一样。
给家人买的耳机，他们说物流很好。,1,正面,16,给家人买的耳机，他们说物流很好。
这个水杯的包装真的不行，不如实体店买。,0,负面,19,这个水杯的包装真的不行，不如实体店买。
手机做工很棒，价格也合理，好评。,1,正面,16,手机做工很棒，价格也合理，好评。
电脑的客服超出预期，值得购买。,1,正面,15,电脑的客服超出预期，值得购买。
这个价钱买到这么好的衣服，外观还这么好，太值了。,1,正面,24,这个价钱买到这么好的衣服，外观还这么好，太值了。
这个手表的功能不错，推荐给大家。,1,正面,16,这个手表的功能不错，推荐给大家。
物流慢也就算了，电脑的客服还这么差，差评。,0,负面,21,物流慢也就算了，电脑的客服还这么差，差评。
客服态度差，衣服的价格也有问题，体验很差。,0,负面,21,客服态度差，衣服的价格也有问题，体验很差。
收到充电宝了，尺寸很差，申请退货中。,0,负面,18,收到充电宝了，尺寸很差，申请退货中。
给家人买的衣服，他们说质量很好。,1,正面,16,给家人买的衣服，他们说质量很好。
台灯物流很差，根本不值这个价。,0,负面,15,台灯物流很差，根本不值这个价。
这个台灯的物流不错，推荐给大家。,1,正面,16,这个台灯的物流不错，推荐给大家。
书包的外观超出预期，值得购买。,1,正面,15,书包的外观超出预期，值得购买。
手表颜色很好，很满意！,1,正面,11,手表颜色很好，很满意！
客服态度差，水杯的包装也有问题，体验很差。,0,负面,21,客服态度差，水杯的包装也有问题，体验很差。
这个水杯的客服超出了我的预期，很惊喜。,1,正面,19,这个水杯的客服超出了我的预期，很惊喜。
手机价格很好，很满意！,1,正面,11,手机价格很好，很满意！
这个手机的颜色很差，和图片上的完全不一样。！,0,负面,22,这个手机的颜色很差，和图片上的完全不一样。！
书包的外观很好，物流也快，五星好评。,1,正面,18,书包的外观很好，物流也快，五星好评。
退货了，鞋子的材质完全不能用，浪费时间。,0,负面,20,退货了，鞋子的材质完全不能用，浪费时间。
台灯包装很棒，价格也合理，好评。,1,正面,16,台灯包装很棒，价格也合理，好评。
收到耳机了，材质比想象中好，颜色也好看。,1,正面,20,收到耳机了，材质比想象中好，颜色也好看。
对比了好几家才选的这家，鞋子的价格确实好。,1,正面,21,对比了好几家才选的这家，鞋子的价格确实好。
水杯功能很棒，价格也合理，好评。,1,正面,16,水杯功能很棒，价格也合理，好评。
手表的客服太差了，非常后悔。,0,负面,14,手表的客服太差了，非常后悔。
退货了，耳机的做工完全不能用，浪费时间。,0,负面,20,退货了，耳机的做工完全不能用，浪费时间。
太坑了，手表的材质和描述完全不一样。,0,负面,18,太坑了，手表的材质和描述完全不一样。
电脑的材质太差了，非常后悔。,0,负面,14,电脑的材质太差了，非常后悔。
这个书包的外观不错，推荐给大家。,1,正面,16,这个书包的外观不错，推荐给大家。
这个电脑的颜色很差，和图片上的完全不一样。！,0,负面,22,这个电脑的颜色很差，和图片上的完全不一样。！
这个水杯的外观不错，推荐给大家。,1,正面,16,这个水杯的外观不错，推荐给大家。
被图片骗了，实际手机的质量很差，不值这个价。,0,负面,22,被图片骗了，实际手机的质量很差，不值这个价。
用了没几天书包的尺寸就出问题了，差评。,0,负面,19,用了没几天书包的尺寸就出问题了，差评。
收到台灯了，包装比想象中好，颜色也好看。,1,正面,20,收到台灯了，包装比想象中好，颜色也好看。
